Tamanho do dicionário: 18335
Quantidade de comparações: 65032513
Tempo para montar a tabela: 1283 milissegundos

Dicionário de palavras:
"refutes" - 1
"regard" - 78
"regarded" - 23
"regardest" - 1
"regardeth" - 5
"regarding" - 2
"regenerated" - 1
"regeneration" - 2
"regent" - 2
"region" - 6
"regions" - 7
"regis" - 1
"registered" - 9
"regit" - 1
"regnavit" - 3
"regret" - 1
"regularly" - 2
"regulated" - 1
"regulating" - 3
"regulation" - 1
"rehearse" - 1
"rehearsed" - 4
"reign" - 220
"reigned" - 214
"reigneth" - 16
"reigning" - 2
"reigns" - 1
"reins" - 22
"reinstating" - 1
"reject" - 6
"rejected" - 40
"rejecteth" - 4
"rejecting" - 1
"rejects" - 1
"rejoice" - 202
"rejoiced" - 67
"rejoices" - 1
"rejoiceth" - 12
"rejoicing" - 30
"relapse" - 1
"relate" - 10
"related" - 24
"relates" - 16
"relateth" - 1
"relating" - 20
"relation" - 15
"relations" - 2
"relative" - 4
"release" - 23
"released" - 12
"releaseth" - 1
"releasing" - 1
"relict" - 1
"relied" - 4
"relief" - 8
"relieve" - 7
"relieved" - 4
"relieveth" - 2
"relieving" - 2
"religion" - 42
"religions" - 3
"religious" - 10
"religiously" - 2
"religiousness" - 2
"relish" - 1
"rely" - 1
"relying" - 1
"remain" - 122
"remainder" - 3
"remainders" - 1
"remained" - 110
"remainest" - 2
"remaineth" - 30
"remaining" - 15
"remains" - 23
"remarkable" - 8
"remarked" - 1
"remedies" - 1
"remedy" - 10
"remember" - 110
"remembered" - 72
"rememberest" - 2
"remembereth" - 4
"remembering" - 15
"remembrance" - 51
"remembrancer" - 1
"reminds" - 1
"remiss" - 1
"remission" - 28
"remit" - 3
"remitted" - 10
"remitting" - 1
"remnant" - 81
"remnants" - 11
"remonstrances" - 1
"remorse" - 3
"remote" - 2
"remove" - 32
"removed" - 93
"removest" - 2
"removeth" - 4
"removing" - 9
"renamed" - 1
"rend" - 12
"render" - 62
"rendered" - 26
"renderest" - 1
"rendereth" - 2
"rendering" - 9
"renders" - 6
"rendeth" - 1
"rending" - 5
"renew" - 15
"renewed" - 15
"renewest" - 1
"reneweth" - 5
"renewing" - 1
"renews" - 1
"renounce" - 4
"renounced" - 1
"renouncing" - 2
"renovation" - 1
"renown" - 8
"renowned" - 28
"rent" - 64
"repaid" - 8
"repair" - 17
"repaired" - 15
"repairer" - 1
"repaireth" - 2
"repairing" - 6
"repairs" - 4
"reparation" - 1
"repay" - 37
"repaying" - 7
"repeat" - 4
"repeated" - 11
"repeateth" - 3
"repeating" - 2
"repeats" - 1
"repent" - 28
"repentance" - 40
"repented" - 14
"repenteth" - 3
"repenting" - 6
"repetition" - 4
"repined" - 1
"repining" - 1
"replace" - 1
"replacement" - 3
"replenished" - 5
"replenisheth" - 1
"repliest" - 1
"reply" - 1
"report" - 12
"reported" - 5
"reports" - 1
"repose" - 6
"repove" - 1
"reprehend" - 5
"reprehended" - 5
"reprehending" - 1
"reprehends" - 2
"reprehensible" - 1
"reprehension" - 2
"reprehensions" - 2
"represent" - 9
"representation" - 4
"representations" - 4
"represented" - 9
"representing" - 4
"represents" - 1
"reproach" - 128
"reproached" - 20
"reproaches" - 18
"reproachest" - 1
"reproacheth" - 3
"reproachfully" - 4
"reproaching" - 3
"reprobate" - 8
"reprobates" - 4
"reprobation" - 8
"reproof" - 14
"reproofs" - 5
"reprove" - 27
"reproved" - 26
"reproves" - 6
"reprovest" - 2
"reproveth" - 10
"reproving" - 2
"repugnant" - 2
"repulisti" - 1
"repulsed" - 1
"reputation" - 1
"reputed" - 24
"reputeth" - 2
"request" - 28
"requested" - 10
"requesting" - 2
"requests" - 2
"require" - 35
"required" - 16
"requirements" - 4
"requireth" - 3
"requiring" - 3
"requisite" - 1
"requite" - 8
"requited" - 1
"rescue" - 9
"rescued" - 4
"research" - 2
"resemblance" - 16
"resemblances" - 1
"resemble" - 2
"resembles" - 2
"resembling" - 2
"resentment" - 1
"reserve" - 2
"reserved" - 18
"reserveth" - 1
"reserving" - 2
"resided" - 1
"residence" - 1
"residue" - 19
"resignation" - 1
"resinae" - 1
"resist" - 55
"resistance" - 3
"resisted" - 14
"resisteth" - 7
"resisting" - 4
"resolute" - 2
"resolutely" - 1
"resolution" - 10
"resolve" - 5
"resolved" - 3
"resolving" - 1
"resort" - 7
"resorted" - 4
"resound" - 3
"respect" - 44
"respected" - 3
"respecter" - 1
"respective" - 2
"ressurection" - 1
"rest" - 466
"rested" - 44
"restest" - 1
"resteth" - 6
"resting" - 10
"restitution" - 8
"restless" - 1
"restoration" - 8
"restore" - 51
"restored" - 53
"restoreth" - 6
"restoring" - 5
"restrain" - 7
"restrained" - 6
"restraint" - 1
"restraints" - 1
"restrictions" - 2
"resurrection" - 73
"retail" - 1
"retailer" - 1
"retain" - 2
"retained" - 5
"retaineth" - 1
"retains" - 1
"retire" - 3
"retired" - 14
"retract" - 1
"retrenching" - 2
"return" - 364
"returned" - 257
"returnest" - 1
"returneth" - 19
"returning" - 52
"returns" - 5
"reveal" - 7
"revealed" - 54
"revealer" - 1
"revealeth" - 7
"revealing" - 1
"reveals" - 1
"revelation" - 17
"revelations" - 4
"revelling" - 1
"revellings" - 4
"revenge" - 78
"revenged" - 18
"revenger" - 7
"revenges" - 1
"revengeth" - 1
"revenging" - 4
"revenue" - 1
"revenues" - 11
"reverence" - 16
"reverenced" - 3
"reverences" - 1
"reverencing" - 1
"reverential" - 1
"reverse" - 1
"reversed" - 2
"reviewed" - 1
"revile" - 3
"reviled" - 7
"reviling" - 1
"revised" - 2
"revision" - 2
"revive" - 3
"revived" - 3
"revoked" - 1
"revolt" - 12
"revolted" - 28
"revolters" - 1
"revolteth" - 1
"revolting" - 4
"revolutions" - 1
"reward" - 101
"rewarded" - 10
"rewarder" - 2
"rewarding" - 4
"rewards" - 6
"rhinoceros" - 5
"rib" - 2
"ribands" - 1
"ribs" - 2
"rich" - 133
"richer" - 4
"riches" - 151
"rick" - 1
"rid" - 1
"riddle" - 9
"riddles" - 2
"ride" - 7
"rider" - 15
"riders" - 5
"rides" - 2
"rideth" - 2
"ridges" - 1
"ridiculed" - 2
"ridiculing" - 1
"ridiculous" - 2
"riding" - 7
"rifle" - 3
"rifled" - 1
"rifles" - 1
"right" - 390
"righteous" - 12
"righteousness" - 3
"rightest" - 1
"rightfully" - 1
"righthand" - 1
"rightly" - 12
"rightous" - 1
"rigour" - 3
"ring" - 23
"rings" - 38
"ringtail" - 1
"riot" - 3
"rioted" - 1
"rioting" - 3
"riotous" - 2
"riotously" - 1
"riotousness" - 7
"rip" - 1
"ripe" - 8
"ripen" - 1
"ripeness" - 2
"ripped" - 3
"rise" - 181
"risen" - 75
"risest" - 1
"riseth" - 17
"rising" - 125
"rite" - 19
"rites" - 11
"rival" - 5
"river" - 178
"rivers" - 75
"rivulets" - 1
"road" - 5
"roads" - 1
"roar" - 20
"roared" - 4
"roareth" - 3
"roaring" - 20
"roarings" - 1
"roasted" - 6
"roasting" - 1
"rob" - 8
"robbed" - 11
"robber" - 15
"robberies" - 6
"robbers" - 24
"robbery" - 3
"robe" - 31
"robes" - 16
"rock" - 111
"rocks" - 32
"rod" - 97
"rode" - 6
"rods" - 20
"roe" - 9
"roebucks" - 1
"roes" - 6
"roll" - 9
"rolled" - 15
"rolleth" - 1
"rolling" - 2
"roof" - 29
"roofs" - 5
"room" - 26
"rooms" - 6
"root" - 60
"rooted" - 13
"rooteth" - 2
"rooting" - 1
"roots" - 23
"rope" - 1
"ropes" - 9
"rose" - 116
"roses" - 2
"rosin" - 2
"rosy" - 1
"rot" - 7
"rotted" - 1
"rotten" - 7
"rottenness" - 9
"rough" - 9
"roughly" - 7
"round" - 389
"roundwise" - 1
"rouse" - 3
"roused" - 1
"rout" - 1
"routed" - 2
"routs" - 1
"rovers" - 9
"roving" - 1
"row" - 5
"rowed" - 2
"rowers" - 2
"rowing" - 1
"rows" - 18
"royal" - 33
"royalties" - 3
"royalty" - 1
"rub" - 1
"rubbing" - 1
"rubbish" - 2
"rudder" - 1
"ruddy" - 4
"rude" - 1
"rudiments" - 2
"rue" - 1
"rugged" - 1
"ruin" - 53
"ruined" - 3
"ruinous" - 6
"ruins" - 10
"rule" - 89
"ruled" - 17
"ruler" - 68
"rulers" - 66
"rules" - 3
"rulest" - 3
"ruleth" - 11
"ruling" - 1
"ruminate" - 1
"rumour" - 11
"rumours" - 2
"rump" - 5
"run" - 100
"runner" - 3
"runnest" - 1
"runneth" - 7
"running" - 57
"runs" - 2
"rupture" - 1
"rush" - 8
"rushed" - 11
"rushing" - 5
"rust" - 10
"rusteth" - 1
"s" - 1693
"sabacthani" - 2
"sabbath" - 167
"sabbaths" - 42
"sacarament" - 1
"sack" - 8
"sackbut" - 4
"sackcloth" - 33
"sackcloths" - 4
"sacked" - 1
"sacks" - 11
"sacrament" - 22
"sacramental" - 3
"sacraments" - 12
"sacred" - 24
"sacrifice" - 364
"sacrificed" - 72
"sacrifices" - 164
"sacrificeth" - 8
"sacrificing" - 8
"sacrilege" - 3
"sacrileges" - 2
"sacrilegious" - 4
"sad" - 26
"sadder" - 1
"saddle" - 3
"saddled" - 7
"saddling" - 1
"sadly" - 1
"sadness" - 16
"safe" - 31
"safely" - 1
"safer" - 1
"safety" - 12
"saffron" - 1
"said" - 3999
"saidst" - 15
"sail" - 15
"sailed" - 15
"sailing" - 9
"sailors" - 1
"saint" - 3
"saints" - 131
"saith" - 1262
"sake" - 159
"sakes" - 18
"sale" - 5
"sallied" - 5
"salt" - 50
"salted" - 5
"saltpans" - 1
"saltpits" - 5
"salutation" - 6
"salutations" - 7
"salute" - 33
"saluted" - 12
"saluteth" - 7
"saluting" - 3
"salutis" - 1
"salvation" - 199
"same" - 521
"sanctification" - 24
"sanctifications" - 1
"sanctified" - 151
"sanctifier" - 1
"sanctifieth" - 4
"sanctify" - 59
"sanctifying" - 2
"sanctis" - 1
"sanctity" - 6
"sanctorum" - 1
"sanctuaries" - 8
"sanctuary" - 230
"sand" - 33
"sandals" - 4
"sands" - 1
"sandy" - 1
"sang" - 1
"sapphire" - 10
"sapphires" - 3
"sardine" - 1
"sardius" - 4
"sardonyx" - 2
"sat" - 176
"satan" - 2
"satisfaction" - 9
"satisfactory" - 1
"satisfied" - 25
"satisfieth" - 1
"satisfy" - 15
"satisfying" - 1
"sattest" - 2
"satyrs" - 1
"savage" - 2
"save" - 204
"saved" - 163
"savest" - 3
"saveth" - 6
"saving" - 11
"savior" - 1
"saviour" - 33
"saviours" - 2
"savour" - 24
"savourest" - 2
"savoury" - 2
"saw" - 554
"sawed" - 3
"sawest" - 21
"saws" - 1
"say" - 1125
"sayest" - 38
"saying" - 1260
"sayings" - 9
"says" - 13
"scab" - 4
"scabbard" - 5
"scaffold" - 1
"scale" - 1
"scaled" - 1
"scales" - 16
"scandal" - 18
"scandalize" - 17
"scandalized" - 17
"scandals" - 7
"scant" - 1
"scantal" - 1
"scar" - 9
"scarce" - 11
"scarcely" - 2
"scarcity" - 4
"scarecrow" - 1
"scared" - 1
"scarlet" - 54
"scatter" - 37
"scattered" - 92
"scattereth" - 8
"scattering" - 2
"scent" - 2
"sceptre" - 35
"sceptres" - 5
"schism" - 3
"schismatical" - 3
"schisms" - 3
"scholar" - 1
"scholarly" - 1
"school" - 3
"schoolmaster" - 1
"schools" - 2
"science" - 5
"sciniphs" - 8
"scoff" - 3
"scoffed" - 4
"scoffer" - 1
"scoffers" - 2
"scoffing" - 1
"scorched" - 3
"score" - 1
"scorn" - 17
"scorned" - 1
"scorner" - 6
"scorners" - 4
"scorneth" - 3
"scornful" - 1
"scorning" - 1
"scorpion" - 5
"scorpions" - 11
"scoured" - 1
"scourge" - 23
"scourged" - 20
"scourges" - 12
"scourgest" - 2
"scourgeth" - 1
"scourging" - 1
"scrape" - 1
"scraped" - 3
"scrapings" - 1
"screak" - 3
"screaketh" - 1
"screech" - 1
"scribe" - 52
"scribes" - 74
"scrip" - 9
"scripture" - 62
"scriptures" - 44
"scrivener" - 1
"scruple" - 3
"sculptures" - 2
"scurf" - 2
"scurrility" - 1
"scythes" - 4
"sea" - 495
"seal" - 28
"sealed" - 23
"sealeth" - 2
"sealing" - 1
"seals" - 11
"seam" - 1
"search" - 41
"searched" - 18
"searcher" - 3
"searchers" - 2
"searcheth" - 7
"searching" - 6
"seared" - 1
"seas" - 7
"seashore" - 2
"season" - 32
"seasonable" - 2
"seasoned" - 4
"seasons" - 8
"seat" - 34
"seated" - 5
"seats" - 14
"second" - 211
"seconded" - 1
"secondly" - 3
"secret" - 73
"secretaries" - 1
"secretary" - 3
"secretly" - 26
"secrets" - 24
"sect" - 5
"sectaries" - 5
"sects" - 4
"secular" - 1
"secure" - 30
"secured" - 3
"securely" - 10
"securing" - 1
"security" - 8
"sedge" - 1
"sedges" - 2
"sedition" - 14
"seditions" - 6
"seditious" - 1
"seduce" - 12
"seduced" - 15
"seducer" - 2
"seducers" - 4
"seduceth" - 2
"seducing" - 1
"seduction" - 2
"see" - 712
"seed" - 315
"seeds" - 8
"seedtime" - 1
"seeing" - 218
"seek" - 273
"seekest" - 7
"seeketh" - 48
"seeking" - 45
"seeks" - 1
"seem" - 37
"seemed" - 54
"seemeth" - 25
"seeming" - 1
"seemly" - 3
"seems" - 20
"seen" - 339
"seer" - 20
"seers" - 3
"sees" - 6
"seest" - 32
"seeth" - 52
"seethe" - 1
"seething" - 1
"seige" - 1
"seize" - 7
"seized" - 24
"seizeth" - 1
"seldom" - 5
"self" - 20
"self-denial" - 1
"self-existent" - 2
"self-will" - 1
"selfsame" - 13
"sell" - 39
"seller" - 4
"sellers" - 6
"selleth" - 3
"selling" - 7
"sellum" - 1
"selo" - 1
"selves" - 6
"seminary" - 1
"senate" - 6
"senators" - 3
"send" - 250
"sendest" - 3
"sendeth" - 22
"sending" - 40
"sends" - 16
"sensation" - 1
"sense" - 52
"senseless" - 12
"senses" - 6
"sensible" - 6
"sensual" - 10
"sensuality" - 1
"sent" - 878
"sentence" - 43
"sentenced" - 2
"sentences" - 7
"sentest" - 4
"sentiment" - 1
"sentiments" - 5
"sentinels" - 1
"separate" - 41
"separated" - 62
"separateth" - 3
"separating" - 1
"separation" - 13
"septuagint" - 1
"sepulchre" - 72
"sepulchres" - 28
"seraphims" - 2
"seriously" - 1
"serjeants" - 2
"sermon" - 5
"serpent" - 51
"serpents" - 23
"servant" - 525
"servants" - 549
"serve" - 234
"served" - 85
"server" - 2
"servers" - 2
"servest" - 2
"serveth" - 12
"service" - 97
"services" - 3
"servile" - 16
"serving" - 19
"servitude" - 7
"set" - 782
"setim" - 28
"sets" - 7
"setter" - 1
"settest" - 2
"setteth" - 18
"setting" - 31
"settle" - 5
"settled" - 6
"settlement" - 1
"settlements" - 1
"settling" - 1
"seven" - 475
"sevenfold" - 11
"sevenpence" - 1
"seventeen" - 7
"seventeenth" - 5
"seventh" - 137
"seventieth" - 2
"seventy" - 78
"seventy " - 4
"seventy-five" - 6
"seventy-four" - 4
"seventy-one" - 1
"seventy-seven" - 2
"seventy-six" - 1
"seventy-three" - 4
"seventy-two" - 16
"several" - 15
"severe" - 9
"severely" - 2
"severity" - 3
"sew" - 2
"sewed" - 3
"seweth" - 1
"sex" - 17
"sexes" - 2
"sextary" - 7
"shade" - 2
"shades" - 1
"shadow" - 68
"shadows" - 4
"shady" - 4
"shaft" - 9
"shafts" - 1
"shake" - 17
"shaked" - 1
"shaken" - 21
"shaketh" - 4
"shaking" - 7
"shakings" - 1
"shall" - 11563
"shalll" - 1
"shalt" - 1900
"shambles" - 1
"shame" - 88
"shamed" - 1
"shamefaced" - 1
"shamefacedness" - 4
"shameful" - 9
"shamefully" - 5
"shamefulness" - 1
"shameless" - 6
"shameth" - 2
"shape" - 15
"shapes" - 3
"share" - 7
"shared" - 3
"sharer" - 1
"shares" - 4
"sharing" - 1
"sharp" - 21
"sharpen" - 2
"sharpened" - 6
"sharpeneth" - 2
"sharply" - 5
"shave" - 11
"shaved" - 6
"shaven" - 9
"shaveth" - 1
"shaving" - 1
"shcools" - 1
"she" - 1132
"she " - 1
"she-asses" - 4
"she-goat" - 4
"she-goats" - 2
"sheaf" - 6
"shear" - 3
"shearer" - 2
"shearers" - 2
"shearing" - 4
"sheath" - 7
"sheaves" - 9
"shed" - 68
"shedder" - 1
"shedders" - 1
"sheddeth" - 3
"shedding" - 10
"sheep" - 230
"sheepcotes" - 4
"sheepfold" - 1
"sheepfolds" - 1
"sheepskins" - 1
"sheet" - 2
"shekel" - 2
"shelter" - 2
"sheol" - 1
"shepherd" - 49
"shepherds" - 45
"sherd" - 2
"shew" - 255
"shewed" - 87
"shewedst" - 2
"shewest" - 4
"sheweth" - 32
"shewing" - 26
"shewn" - 68
"shews" - 22
"shield" - 43
"shieldbearers" - 6
"shields" - 22
"shillings" - 3
"shine" - 34
"shined" - 8
"shines" - 1
"shineth" - 12
"shining" - 22
"ship" - 72
"shipmaster" - 1
"shipmen" - 2
"shipped" - 1
"shipping" - 1
"ships" - 43
"shipwreck" - 3
"shirts" - 2
"shitta" - 1
"shocked" - 2
"shod" - 4
"shoe" - 9
"shoes" - 27
"shone" - 10
"shook" - 11
"shoot" - 20
"shooteth" - 2
"shooting" - 4
"shore" - 22
"shorn" - 6
"short" - 58
"short-lived" - 1
"shorten" - 1
"shortened" - 11
"shortening" - 1
"shortest" - 1
"shortlived" - 1
"shortly" - 20
"shortness" - 4
"shot" - 15
"should" - 1052
"shoulder" - 42
"shoulders" - 31
"shouldest" - 5
"shouldst" - 56
"shout" - 24
"shouted" - 10
"shouting" - 14
"shovels" - 3
"show" - 3
"showed" - 1
"shower" - 9
"showers" - 13
"shown" - 1
"shows" - 4
"shrank" - 3
"shred" - 1
"shrew" - 1
"shrink" - 1
"shrub" - 2
"shrubs" - 2
"shuffling" - 1
"shun" - 2
"shunned" - 1
"shut" - 165
"shuts" - 1
"shutteth" - 5
"shutting" - 6
"sick" - 89
"sickle" - 11
"sickles" - 4
"sickness" - 22
"sicknesses" - 1
"sicle" - 16
"sicles" - 82
"side" - 425
"sides" - 69
"siege" - 28
"sieges" - 1
"sieve" - 2
"sift" - 3
"sifted" - 2
"sifteth" - 1
"sigh" - 7
"sighed" - 7
"sighing" - 5
"sighs" - 3
"sight" - 448
"sightliness" - 1
"sign" - 116
"signal" - 1
"signals" - 1
"signed" - 16
"signet" - 4
"signification" - 6
"significative" - 1
"signified" - 31
"signifies" - 70
"signifieth" - 6
"signify" - 41
"signifying" - 19
"signs" - 89
"silence" - 44
"silenced" - 2
"silent" - 33
"silently" - 1
"silk" - 8
"silly" - 2
"silver" - 361
"silversmith" - 3
"silversmiths" - 2
"similar" - 1
"similes" - 1
"similis" - 1
"similitude" - 15
"similitudes" - 2
"simple" - 11
"simplicity" - 26
"sin" - 668
"since" - 62
"sincere" - 19
"sincerely" - 9
"sincerity" - 8
"sinew" - 4
"sinews" - 5
"sinful" - 25
"sing" - 87
"singed" - 1
"singer" - 1
"singers" - 17
"singeth" - 1
"singing" - 58
"single" - 5
"singly" - 1
"singular" - 4
"singularly" - 2
"singulis" - 1
"sink" - 4
"sinking" - 1
"sinned" - 142
"sinner" - 75
"sinners" - 117
"sinneth" - 23
"sinning" - 6
"sins" - 421
"sirens" - 1
"sirs" - 1
"sister" - 121
"sisters" - 18
"sit" - 142
"sitientem" - 1
"sits" - 1
"sitten" - 5
"sittest" - 11
"sitteth" - 42
"sitting" - 87
"situate" - 14
"situated" - 3
"situation" - 3
"six" - 191
"sixpence" - 1
"sixteen" - 24
"sixteenth" - 4
"sixth" - 51
"sixtieth" - 1
"sixty" - 26
"sixty-eight" - 2
"sixty-five" - 5
"sixty-four" - 3
"sixty-nine" - 3
"sixty-one" - 2
"sixty-second" - 1
"sixty-seven" - 3
"sixty-seventh" - 1
"sixty-six" - 8
"sixty-three" - 2
"sixty-two" - 6
"size" - 4
"sketch" - 1
"skies" - 1
"skilful" - 24
"skilfully" - 1
"skilfulness" - 1
"skill" - 10
"skillful" - 1
"skin" - 47
"skins" - 29
"skip" - 2
"skipped" - 3
"skippeth" - 1
"skipping" - 1
"skirt" - 7
"skirts" - 2
"skull" - 2
"sky" - 11
"slack" - 8
"slain" - 335
"slander" - 1
"slandered" - 4
"slanderers" - 2
"slandereth" - 1
"slanderous" - 1
"slanting" - 1
"slaughter" - 73
"slave" - 13
"slavery" - 1
"slaves" - 12
"slay" - 40
"slayer" - 2
"slayers" - 1
"slayeth" - 1
"slaying" - 3
"sleds" - 1
"sleep" - 133
"sleepest" - 5
"sleepeth" - 14
"sleeping" - 22
"slept" - 81
"slew" - 240
"slewest" - 1
"slid" - 1
"slide" - 1
"slight" - 4
"slighted" - 5
"slighter" - 1
"slighteth" - 2
"slighting" - 2
"slime" - 6
"sling" - 7
"slingers" - 3
"slinging" - 1
"slings" - 5
"slip" - 7
"slipped" - 6
"slippery" - 4
"slippeth" - 1
"slipping" - 2
"slips" - 3
"slipt" - 4
"sloth" - 2
"slothful" - 15
"slothfulness" - 1
"slow" - 10
"slowly" - 1
"slowness" - 1
"sluggard" - 9
"slumber" - 8
"slumbered" - 4
"slumbereth" - 1
"small" - 89
"smallest" - 2
"smell" - 19
"smelled" - 2
"smelleth" - 2
"smelling" - 5
"smile" - 2
"smiled" - 1
"smiling" - 2
"smite" - 6
"smith" - 6
"smiths" - 4
"smiting" - 1
"smitten" - 10
"smoke" - 48
"smoketh" - 1
"smoking" - 5
"smooth" - 5
"smoother" - 2
"smote" - 30
"snaffle" - 1
"snake" - 2
"snare" - 50
"snared" - 3
"snares" - 20
"snatch" - 3
"snatched" - 1
"sneezing" - 1
"snorteth" - 1
"snorting" - 1
"snout" - 1
"snow" - 33
"snows" - 1
"snuffed" - 2
"snuffers" - 4
"snuffings" - 2
"so" - 1312
"soak" - 1
"soaked" - 1
"sober" - 14
"soberly" - 2
"soberness" - 1
"sobriety" - 6
"societies" - 1
"society" - 16
"socket" - 1
"sockets" - 45
"sodden" - 7
"soever" - 51
"soft" - 7
"soften" - 1
"softened" - 3
"softeneth" - 1
"softly" - 4
"soil" - 1
"sojourn" - 18
"sojourned" - 10
"sojourner" - 11
"sojourners" - 8
"sojourneth" - 5
"sojourning" - 5
"sojournment" - 5
"sold" - 94
"soldering" - 1
"soldier" - 10
"soldiers" - 67
"sole" - 11
"solely" - 1
"solemn" - 40
"solemnities" - 16
"solemnity" - 38
"solemnized" - 1
"solemnly" - 2
"soles" - 8
"solicit" - 2
"solicitation" - 1
"solicitations" - 1
"soliciteth" - 1
"soliciting" - 1
"solicitous" - 21
"solicitude" - 4
"solicitudes" - 1
"solid" - 4
"solids" - 3
"solitary" - 3
"solitude" - 1
"solitudes" - 1
"solution" - 1
"solutions" - 1
"some" - 433
"somebody" - 2
"something" - 17
"sometime" - 4
"sometimes" - 22
"somewhat" - 14
"son" - 2246
"son " - 1
"son-in " - 1
"son-in-law" - 19
"song" - 23
"songs" - 9
"sons" - 1221
"sons-in-law" - 1
"soon" - 58
"sooner" - 3
"soothe" - 1
"soothed" - 1
"soothsayer" - 3
"soothsayers" - 17
"soothsaying" - 1
"soothsayings" - 1
"sophistically" - 1
"sophistry" - 1
"sorcerers" - 5
"sorceress" - 1
"sorceries" - 6
"sore" - 4
"sores" - 4
"sorrow" - 102
"sorrowful" - 41
"sorrowing" - 1
"sorrows" - 30
"sorry" - 8
"sort" - 19
"sorts" - 11
"sought" - 175
"soughtest" - 1
"soul" - 606
"souls" - 162
"sound" - 122
"sounded" - 38
"soundeth" - 2
"sounding" - 16
"soundness" - 2
"sounds" - 1
"sour" - 4
"source" - 5
"sources" - 1
"south" - 167
"southern" - 2
"southward" - 10
"southwest" - 3
"sovereign" - 9
"sovereignty" - 1
"sow" - 41
"sowed" - 11
"sower" - 10
"sowest" - 3
"soweth" - 16
"sowing" - 1
"sown" - 29
"space" - 30
"spaces" - 1
"spacious" - 8
"spade" - 1
"spades" - 3
"span" - 4
"spare" - 58
"spared" - 28
"sparedst" - 1
"sparest" - 1
"spareth" - 3
"sparing" - 4
"sparingly" - 3
"spark" - 6
"sparkle" - 1
"sparkled" - 1
"sparks" - 2
"sparrow" - 13
"sparrows" - 8
"spat" - 1
"speak" - 505
"speaker" - 5
"speakers" - 2
"speakest" - 13
"speaketh" - 65
"speaking" - 132
"speaks" - 30
"spear" - 50
"spearmen" - 1
"spears" - 21
"special" - 10
"specified" - 2
"specify" - 1
"specifying" - 1
"speck" - 1
"speckled" - 8
"spectacle" - 1
"speculative" - 1
"speech" - 83
"speeches" - 15
"speechless" - 2
"speed" - 13
"speedily" - 29
"speedy" - 6
"spellings" - 1
"spend" - 12
"spent" - 30
"speravi" - 1
"spiced" - 1
"spices" - 38
"spider" - 6
"spiders" - 2
"spies" - 19
"spikenard" - 4
"spilled" - 3
"spilt" - 1
"spin" - 2
"spindle" - 1
"spirit" - 475
"spirits" - 55
"spiritual" - 80
"spiritually" - 7
"spit" - 9
"spite" - 1
"spitten" - 1
"spitting" - 3
"spittle" - 5
"splendid" - 1
"spoil" - 44
"spoiled" - 20
"spoiler" - 5
"spoilers" - 5
"spoilest" - 2
"spoileth" - 1
"spoiling" - 1
"spoils" - 96
"spoke" - 518
"spoken" - 377
"spokes" - 1
"spokest" - 4
"sponge" - 3
"sport" - 1
"sporting" - 1
"spot" - 21
"spotless" - 3
"spots" - 6
"spotted" - 9
"spouse" - 26
"spouses" - 2
"spread" - 100
"spreadeth" - 8
"spreading" - 10
"sprigs" - 2
"spring" - 52
"springeth" - 3
"springing" - 6
"springs" - 12
"sprinkle" - 20
"sprinkled" - 29
"sprinkleth" - 1
"sprinkling" - 7
"sprout" - 1
"sprung" - 23
"spun" - 1
"spurned" - 1
"spy" - 10
"squander" - 2
"square" - 15
"squared" - 1
"squeezeth" - 1
"st" - 3
"stab" - 2
"stabbed" - 6
"stability" - 2
"stable" - 1
"stables" - 1
"stacks" - 1
"stacte" - 3
"staff" - 39
"stagger" - 6
"staggered" - 2
"staggereth" - 1
"staggering" - 2
"stags" - 1
"staid" - 2
"stain" - 4
"stained" - 5
"staining" - 1
"stains" - 1
"stairs" - 6
"stake" - 2
"stakes" - 3
"stalk" - 4
"stalks" - 1
"stallion" - 1
"stallions" - 1
"stalls" - 5
"stammerers" - 1
"stamp" - 1
"stamped" - 4
"stand" - 277
"standard" - 14
"standards" - 2
"standers" - 4
"standest" - 7
"standeth" - 25
"standing" - 122
"stands" - 3
"star" - 24
"stare" - 1
"stared" - 1
"stars" - 82
"start" - 2
"state" - 60
"stately" - 1
"statements" - 1
"stater" - 10
"staters" - 2
"states" - 4
"station" - 5
"statuary" - 3
"statue" - 24
"statues" - 18
"stature" - 19
"status" - 4
"statute" - 2
"statutes" - 14
"staves" - 11
"stay" - 58
"stayed" - 35
"stayeth" - 1
"staying" - 1
"staylographia" - 1
"stead" - 84
"steadfast" - 15
"steadfastly" - 5
"steadfastness" - 4
"steady" - 3
"steal" - 21
"stealers" - 1
"stealest" - 1
"stealeth" - 2
"steals" - 1
"stealth" - 2
"steep" - 8
"stellio" - 3
"stench" - 5
"step" - 10
"stepmother" - 1
"steps" - 81
"stept" - 1
"sterling" - 1
"stern" - 3
"stetit" - 1
"stew" - 1
"steward" - 18
"stewards" - 1
"stewardship" - 3
"stews" - 2
"stibic" - 2
"stick" - 21
"sticketh" - 4
"sticking" - 3
"sticks" - 7
"stiff" - 7
"stiffen" - 1
"stiffnecked" - 8
"stifle" - 1
"stifled" - 2
"still" - 112
"stilled" - 1
"stills" - 3
"sting" - 3
"stinging" - 2
"stings" - 1
"stink" - 2
"stinketh" - 1
"stinking" - 3
"stipulations" - 1
"stir" - 20
"stirred" - 30
"stirreth" - 8
"stirring" - 2
"stock" - 35
